PickupDateTime,DropoffDateTime,PassengerCount,TripDistance,StoreAndFwdFlag,PULocationID,DOLocationID,FareAmount,TipAmount
2020-01-01T01:33:10.0000000Z,2020-01-01T02:06:57.0000000Z,1,5,9,No,161,226,25,0
2020-01-01T00:40:30.0000000Z,2020-01-01T00:45:02.0000000Z,2,0,8,No,42,41,5,5,0
2020-01-01T00:08:13.0000000Z,2020-01-01T00:08:27.0000000Z,5,0,No,48,48,2,5,0
2020-01-01T00:26:04.0000000Z,2020-01-01T00:27:18.0000000Z,1,0,No,234,234,2,5,0
2020-01-01T00:59:37.0000000Z,2020-01-01T01:05:42.0000000Z,1,1,1,No,79,4,6,1,96
2020-01-01T00:01:42.0000000Z,2020-01-01T00:05:13.0000000Z,1,0,66,No,236,140,4,5,0
2020-01-01T00:34:05.0000000Z,2020-01-01T00:51:26.0000000Z,1,9,No,161,138,26,7,18
2020-01-01T00:50:28.0000000Z,2020-01-01T00:50:34.0000000Z,2,0,No,79,79,52,0
2020-01-01T00:17:45.0000000Z,2020-01-01T00:20:55.0000000Z,1,0,03,No,186,186,4,0
2020-01-01T00:30:14.0000000Z,2020-01-01T00:35:15.0000000Z,1,0,72,No,141,140,5,0
2020-01-01T00:14:15.0000000Z,2020-01-01T00:26:39.0000000Z,1,2,25,No,231,107,10,5,0
2020-01-01T01:00:29.0000000Z,2020-01-01T01:03:50.0000000Z,1,0,55,No,246,246,4,5,0
2020-01-01T00:16:32.0000000Z,2020-01-01T00:28:26.0000000Z,1,1,26,No,249,79,8,5,0
2020-01-01T00:22:33.0000000Z,2020-01-01T00:28:55.0000000Z,2,1,2,No,263,43,6,5,2
2020-01-01T00:06:51.0000000Z,2020-01-01T00:21:09.0000000Z,1,3,93,No,148,141,13,5,0
2020-01-01T00:40:30.0000000Z,2020-01-01T00:58:36.0000000Z,1,0,78,No,161,164,11,0
2020-01-01T00:04:53.0000000Z,2020-01-01T00:26:25.0000000Z,1,11,35,No,107,14,32,5,0
2020-01-01T00:28:41.0000000Z,2020-01-01T00:34:01.0000000Z,1,0,88,No,7,7,5,5,0
2020-01-01T00:18:21.0000000Z,2020-01-01T00:18:59.0000000Z,1,0,16,No,148,148,2,5,0
2020-01-01T00:14:34.0000000Z,2020-01-01T00:15:49.0000000Z,1,0,08,No,161,161,3,0
2020-01-01T00:24:37.0000000Z,2020-01-01T00:31:19.0000000Z,1,1,26,No,79,45,6,5,0
2020-01-01T00:00:46.0000000Z,2020-01-01T00:19:33.0000000Z,1,4,No,161,263,16,0
2020-01-01T00:17:43.0000000Z,2020-01-01T00:21:58.0000000Z,3,0,68,No,158,125,4,5,0
2020-01-01T00:15:23.0000000Z,2020-01-01T00:18:06.0000000Z,1,0,4,No,234,234,4,0
2020-01-01T00:45:27.0000000Z,2020-01-01T00:52:00.0000000Z,1,0,6,No,233,162,6,0
2020-01-01T01:50:04.0000000Z,2020-01-01T01:53:55.0000000Z,1,0,09,No,233,233,4,0
2020-01-01T01:53:34.0000000Z,2020-01-01T01:54:17.0000000Z,4,0,No,129,129,0,0
2020-01-01T01:30:10.0000000Z,2020-01-01T01:37:37.0000000Z,2,1,1,No,181,181,7,2,05
2020-01-01T01:09:09.0000000Z,2020-01-01T01:15:19.0000000Z,1,0,52,No,263,262,5,0
2020-01-01T01:08:41.0000000Z,2020-01-01T01:08:47.0000000Z,1,0,No,140,140,52,0
2020-01-01T00:59:08.0000000Z,2020-01-01T01:00:41.0000000Z,6,0,16,No,137,137,3,0
2020-01-01T01:48:39.0000000Z,2020-01-01T01:49:33.0000000Z,1,0,No,107,107,2,5,0
2020-01-01T01:41:49.0000000Z,2020-01-01T01:43:56.0000000Z,3,0,12,No,229,229,3,5,0
2020-01-01T01:04:30.0000000Z,2020-01-01T01:08:36.0000000Z,1,0,99,No,140,229,5,5,0
2020-01-01T01:10:41.0000000Z,2020-01-01T01:16:31.0000000Z,1,0,65,No,229,162,5,0
2020-01-01T01:53:18.0000000Z,2020-01-01T01:54:23.0000000Z,1,0,15,No,162,170,3,0
2020-01-01T01:50:19.0000000Z,2020-01-01T02:01:27.0000000Z,1,2,63,No,49,61,10,5,0
2020-01-01T01:16:49.0000000Z,2020-01-01T01:39:30.0000000Z,1,5,37,No,141,119,19,0
2020-01-01T01:18:56.0000000Z,2020-01-01T01:20:47.0000000Z,1,0,42,No,125,231,3,5,0
2020-01-01T01:08:14.0000000Z,2020-01-01T01:10:14.0000000Z,2,0,24,No,42,42,3,5,0,8
2020-01-01T01:26:20.0000000Z,2020-01-01T01:46:16.0000000Z,1,5,78,No,141,144,20,0
2020-01-01T01:50:41.0000000Z,2020-01-01T02:34:05.0000000Z,4,16,38,No,68,259,50,0
2020-01-01T01:52:47.0000000Z,2020-01-01T02:17:25.0000000Z,1,10,85,No,236,18,31,5,0
2020-01-01T01:07:04.0000000Z,2020-01-01T01:24:01.0000000Z,1,2,48,No,263,143,12,5,0
2020-01-01T01:01:54.0000000Z,2020-01-01T01:10:17.0000000Z,2,1,86,No,229,236,8,0
2020-01-01T00:55:08.0000000Z,2020-01-01T00:56:11.0000000Z,1,0,No,107,107,3,0
2020-01-01T01:42:35.0000000Z,2020-01-01T01:44:33.0000000Z,3,0,75,No,263,236,4,0
2020-01-01T01:41:32.0000000Z,2020-01-01T01:43:05.0000000Z,1,0,11,No,142,143,3,0
2020-01-01T01:40:36.0000000Z,2020-01-01T01:42:14.0000000Z,1,0,52,No,237,236,3,5,0
2020-01-01T01:41:28.0000000Z,2020-01-01T02:12:02.0000000Z,1,9,57,No,88,146,31,0
2020-01-01T01:53:01.0000000Z,2020-01-01T01:54:42.0000000Z,3,0,15,No,164,164,3,0
2020-01-01T01:35:06.0000000Z,2020-01-01T01:40:59.0000000Z,1,0,96,No,13,88,6,5,0
2020-01-01T01:59:01.0000000Z,2020-01-01T02:00:53.0000000Z,1,0,No,233,233,90,0
2020-01-01T01:42:54.0000000Z,2020-01-01T01:56:40.0000000Z,1,2,2,No,162,48,11,2,95
2020-01-01T01:56:28.0000000Z,2020-01-01T02:01:32.0000000Z,1,0,87,No,113,114,5,5,0
2020-01-01T01:13:50.0000000Z,2020-01-01T01:14:59.0000000Z,1,0,35,No,132,132,3,5,0
2020-01-01T01:47:22.0000000Z,2020-01-01T01:49:50.0000000Z,1,0,18,No,161,230,3,5,0
2020-01-01T01:58:07.0000000Z,2020-01-01T02:01:48.0000000Z,2,0,71,No,79,137,4,5,0
2020-01-01T01:08:15.0000000Z,2020-01-01T01:15:04.0000000Z,2,1,34,No,186,158,6,5,0
2020-01-01T01:08:11.0000000Z,2020-01-01T01:09:04.0000000Z,1,0,No,229,229,2,5,0
2020-01-01T01:17:27.0000000Z,2020-01-01T01:27:36.0000000Z,2,1,65,No,107,100,9,0
2020-01-01T01:58:44.0000000Z,2020-01-01T02:02:23.0000000Z,1,0,7,No,170,107,4,5,0
2020-01-01T01:58:44.0000000Z,2020-01-01T01:59:50.0000000Z,1,0,02,No,261,261,2,5,0
2020-01-01T01:05:05.0000000Z,2020-01-01T01:11:14.0000000Z,1,0,94,No,246,100,6,0
2020-01-01T01:00:07.0000000Z,2020-01-01T01:21:36.0000000Z,1,3,32,No,164,231,15,5,0
2020-01-01T01:26:05.0000000Z,2020-01-01T01:31:33.0000000Z,1,0,97,No,68,234,6,0
2020-01-01T01:34:22.0000000Z,2020-01-02T00:34:56.0000000Z,1,0,77,No,263,141,5,0
2020-01-01T01:05:34.0000000Z,2020-01-01T01:05:58.0000000Z,1,0,No,61,61,2,5,0
2020-01-01T01:02:45.0000000Z,2020-01-01T01:12:55.0000000Z,1,0,51,No,48,48,7,5,0
2020-01-01T01:11:25.0000000Z,2020-01-01T01:12:02.0000000Z,1,0,02,No,164,164,2,5,0
2020-01-01T01:33:25.0000000Z,2020-01-01T01:35:28.0000000Z,1,0,17,No,79,79,3,5,0
2020-01-01T01:33:07.0000000Z,2020-01-01T01:34:11.0000000Z,1,0,No,4,4,3,0
2020-01-01T02:14:34.0000000Z,2020-01-01T02:14:58.0000000Z,2,0,06,No,161,161,2,5,0
2020-01-01T02:16:26.0000000Z,2020-01-01T02:22:04.0000000Z,1,0,71,No,161,100,23,0
2020-01-01T02:59:50.0000000Z,2020-01-01T03:00:22.0000000Z,5,0,05,No,107,107,2,5,0
